        Pin Assignment Report - Prepared - project_top
        ______________________________________________

ACE -- Achronix CAD Environment -- Version 9.0.1 -- Build  405518 -- Date 2023-03-01 00:42

Design: vp_project - impl_1 - project_top
Device: AC7t1500
Generated on Mon May 15 11:07:14 PDT 2023
Host: simtool-5

Pin Assignment =======

   Port Name                            Direction  Pad/Macro                                                Placed  Device Port                 Pad/Macro Site                                                            Registered  Clock Domain                          Target Frequency (MHz) 
   fpga_avr_rxd                         IN         fpga_avr_rxd_ipin                                        Fixed   i_user_10_00_lut_07[7]      u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile7.sg.slc7.ipin                     No          ---                                   ---                    
   fpga_avr_txd                         OUT        fpga_avr_txd_opin                                        Fixed   o_user_10_00_lut_07[26]     u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile7.sg.slc26.opin                    No          ---                                   ---                    
   fpga_avr_txd_oe                      OUT        fpga_avr_txd_oe_opin                                     Fixed   o_user_10_00_lut_06[16]     u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile6.sg.slc16.opin                    No          ---                                   ---                    
   irq_to_avr                           OUT        irq_to_avr_opin                                          Fixed   o_user_10_00_lut_09[10]     u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile9.sg.slc10.opin                    No          ---                                   ---                    
   irq_to_avr_oe                        OUT        irq_to_avr_oe_opin                                       Fixed   o_user_10_00_lut_06[21]     u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile6.sg.slc21.opin                    No          ---                                   ---                    
   fpga_i2c_mux_gnt                     IN         fpga_i2c_mux_gnt_ipin                                    Fixed   i_user_10_00_lut_06[11]     u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile6.sg.slc11.ipin                    No          ---                                   ---                    
   fpga_i2c_req_l                       OUT        fpga_i2c_req_l_opin                                      Fixed   o_user_10_00_lut_07[18]     u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile7.sg.slc18.opin                    No          ---                                   ---                    
   fpga_i2c_req_l_oe                    OUT        fpga_i2c_req_l_oe_opin                                   Fixed   o_user_10_00_lut_06[15]     u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile6.sg.slc15.opin                    No          ---                                   ---                    
   qsfp_int_fpga_l                      IN         qsfp_int_fpga_l_ipin                                     Fixed   i_user_10_00_lut_06[3]      u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile6.sg.slc3.ipin                     No          ---                                   ---                    
   fpga_ftdi_rxd                        IN         fpga_ftdi_rxd_ipin                                       Fixed   i_user_10_00_lut_07[23]     u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile7.sg.slc23.ipin                    No          ---                                   ---                    
   fpga_ftdi_txd                        OUT        fpga_ftdi_txd_opin                                       Fixed   o_user_10_00_lut_08[14]     u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile8.sg.slc14.opin                    No          ---                                   ---                    
   fpga_ftdi_txd_oe                     OUT        fpga_ftdi_txd_oe_opin                                    Fixed   o_user_10_00_lut_06[18]     u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile6.sg.slc18.opin                    No          ---                                   ---                    
   test[2]                              OUT        test[2]_opin                                             Fixed   o_user_10_00_lut_03[24]     u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile3.sg.slc24.opin                    No          ---                                   ---                    
   test[1]                              OUT        test[1]_opin                                             Fixed   o_user_10_00_lut_06[22]     u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile6.sg.slc22.opin                    No          ---                                   ---                    
   test_oe[2]                           OUT        test_oe[2]_opin                                          Fixed   o_user_10_00_lut_03[7]      u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile3.sg.slc7.opin                     No          ---                                   ---                    
   test_oe[1]                           OUT        test_oe[1]_opin                                          Fixed   o_user_10_00_lut_06[12]     u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile6.sg.slc12.opin                    No          ---                                   ---                    
   fpga_sys_scl_in                      IN         fpga_sys_scl_in_ipin                                     Fixed   i_user_10_00_lut_01[21]     u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile1.sg.slc21.ipin                    No          ---                                   ---                    
   fpga_sys_scl_out                     OUT        fpga_sys_scl_out_opin                                    Fixed   o_user_10_00_lut_02[2]      u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile2.sg.slc2.opin                     No          ---                                   ---                    
   fpga_sys_scl_oe                      OUT        fpga_sys_scl_oe_opin                                     Fixed   o_user_10_00_lut_00[6]      u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile0.sg.slc6.opin                     No          ---                                   ---                    
   fpga_sys_sda_in                      IN         fpga_sys_sda_in_ipin                                     Fixed   i_user_10_00_lut_02[1]      u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile2.sg.slc1.ipin                     No          ---                                   ---                    
   fpga_sys_sda_out                     OUT        fpga_sys_sda_out_opin                                    Fixed   o_user_10_00_lut_02[10]     u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile2.sg.slc10.opin                    No          ---                                   ---                    
   fpga_sys_sda_oe                      OUT        fpga_sys_sda_oe_opin                                     Fixed   o_user_10_00_lut_00[7]      u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile0.sg.slc7.opin                     No          ---                                   ---                    
   mcio_dir[3]                          OUT        mcio_dir[3]_opin                                         Fixed   o_user_10_00_lut_06[4]      u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile6.sg.slc4.opin                     No          ---                                   ---                    
   mcio_dir[2]                          OUT        mcio_dir[2]_opin                                         Fixed   o_user_10_00_lut_05[24]     u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile5.sg.slc24.opin                    No          ---                                   ---                    
   mcio_dir[1]                          OUT        mcio_dir[1]_opin                                         Fixed   o_user_10_00_lut_05[16]     u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile5.sg.slc16.opin                    No          ---                                   ---                    
   mcio_dir[0]                          OUT        mcio_dir[0]_opin                                         Fixed   o_user_10_00_lut_05[8]      u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile5.sg.slc8.opin                     No          ---                                   ---                    
   mcio_dir_oe[3]                       OUT        mcio_dir_oe[3]_opin                                      Fixed   o_user_10_00_lut_03[15]     u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile3.sg.slc15.opin                    No          ---                                   ---                    
   mcio_dir_oe[2]                       OUT        mcio_dir_oe[2]_opin                                      Fixed   o_user_10_00_lut_03[14]     u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile3.sg.slc14.opin                    No          ---                                   ---                    
   mcio_dir_oe[1]                       OUT        mcio_dir_oe[1]_opin                                      Fixed   o_user_10_00_lut_03[13]     u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile3.sg.slc13.opin                    No          ---                                   ---                    
   mcio_dir_oe[0]                       OUT        mcio_dir_oe[0]_opin                                      Fixed   o_user_10_00_lut_03[12]     u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile3.sg.slc12.opin                    No          ---                                   ---                    
   mcio_dir_45                          OUT        mcio_dir_45_opin                                         Fixed   o_user_10_00_lut_03[16]     u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile3.sg.slc16.opin                    No          ---                                   ---                    
   mcio_dir_45_oe                       OUT        mcio_dir_45_oe_opin                                      Fixed   o_user_10_00_lut_03[6]      u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile3.sg.slc6.opin                     No          ---                                   ---                    
   mcio_scl_in                          IN         mcio_scl_in_ipin                                         Fixed   i_user_10_00_lut_00[17]     u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile0.sg.slc17.ipin                    No          ---                                   ---                    
   mcio_sda_in                          IN         mcio_sda_in_ipin                                         Fixed   i_user_10_00_lut_00[25]     u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile0.sg.slc25.ipin                    No          ---                                   ---                    
   mcio_vio_in[3]                       IN         mcio_vio_in[3]_ipin                                      Fixed   i_user_10_00_lut_04[10]     u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile4.sg.slc10.ipin                    No          v_acx_sc_GPIO_H_IOB1_GLB_SER_GEN_CLK  10                     
   mcio_vio_in[2]                       IN         mcio_vio_in[2]_ipin                                      Fixed   i_user_10_00_lut_04[2]      u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile4.sg.slc2.ipin                     No          v_acx_sc_GPIO_H_IOB1_GLB_SER_GEN_CLK  10                     
   mcio_vio_in[1]                       IN         mcio_vio_in[1]_ipin                                      Fixed   i_user_10_00_lut_03[22]     u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile3.sg.slc22.ipin                    No          v_acx_sc_GPIO_H_IOB1_GLB_SER_GEN_CLK  10                     
   mcio_vio_in[0]                       IN         mcio_vio_in[0]_ipin                                      Fixed   i_user_10_00_lut_03[14]     u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile3.sg.slc14.ipin                    No          v_acx_sc_GPIO_H_IOB1_GLB_SER_GEN_CLK  10                     
   mcio_vio_out[3]                      OUT        mcio_vio_out[3]_opin                                     Fixed   o_user_10_00_lut_05[0]      u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile5.sg.slc0.opin                     No          ---                                   ---                    
   mcio_vio_out[2]                      OUT        mcio_vio_out[2]_opin                                     Fixed   o_user_10_00_lut_04[20]     u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile4.sg.slc20.opin                    No          ---                                   ---                    
   mcio_vio_out[1]                      OUT        mcio_vio_out[1]_opin                                     Fixed   o_user_10_00_lut_04[12]     u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile4.sg.slc12.opin                    No          ---                                   ---                    
   mcio_vio_out[0]                      OUT        mcio_vio_out[0]_opin                                     Fixed   o_user_10_00_lut_04[4]      u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile4.sg.slc4.opin                     No          ---                                   ---                    
   mcio_vio_oe[3]                       OUT        mcio_vio_oe[3]_opin                                      Fixed   o_user_10_00_lut_03[11]     u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile3.sg.slc11.opin                    No          ---                                   ---                    
   mcio_vio_oe[2]                       OUT        mcio_vio_oe[2]_opin                                      Fixed   o_user_10_00_lut_03[10]     u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile3.sg.slc10.opin                    No          ---                                   ---                    
